,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
8733,33.8633,-118.4418,2,1,0,24,0.0
8737,33.8803,-118.4568,8,2,0,24,0.0
8740,33.8423,-118.1118,0,2,0,25,1.0
8741,33.8913,-118.4698,10,3,0,25,0.0
8744,33.8533,-118.1108,2,3,0,24,1.0
8745,33.8403,-118.1298,0,3,0,24,0.0
8746,33.8453,-118.0978,3,4,0,26,0.0
8753,33.8473,-118.4238,6,1,0,25,1.0
8754,33.7763,-118.2128,3,1,0,27,0.0
8757,33.8833,-118.4508,0,2,0,24,0.0
8759,33.8803,-118.4538,10,3,0,24,0.0
8760,33.8833,-118.4518,7,3,0,24,1.0
8765,33.8763,-118.4698,0,3,0,26,0.0
8766,33.7813,-118.4408,9,4,0,31,0.0
8767,33.8013,-118.1068,6,4,0,29,1.0
8768,33.8843,-118.4518,6,4,0,24,0.0
8769,33.8653,-118.4948,5,4,0,28,0.0
8771,33.7993,-118.2238,1,4,0,24,0.0
8775,33.8013,-118.3498,6,2,0,25,0.0
8779,33.8683,-118.0748,11,3,0,26,0.0
8791,33.7923,-118.4128,10,4,0,28,1.0
8795,33.8573,-118.4518,7,4,0,26,0.0
8798,33.7843,-118.2188,3,4,0,26,0.0
8800,33.7253,-118.2488,1,4,0,31,0.0
8802,34.0473,-118.0338,9,1,0,23,0.0
8805,33.8253,-118.4028,3,1,0,25,0.0
8806,33.8883,-118.0758,5,2,0,24,0.0
8813,34.0503,-118.0448,6,3,0,22,0.0
8815,33.8303,-118.1238,4,3,0,25,0.0
8818,33.8663,-118.0838,9,4,0,25,1.0
8821,33.9853,-118.0318,8,4,0,24,0.0
8828,33.8143,-118.1418,0,4,0,26,0.0
8838,33.7923,-118.2078,7,3,0,25,1.0
8839,34.0223,-118.5078,7,3,0,23,0.0
8842,33.8583,-118.4438,1,3,0,25,1.0
8844,33.9243,-118.4948,6,4,0,25,0.0
8849,33.8113,-118.1698,11,1,0,25,1.0
8852,33.7923,-118.1488,5,1,0,27,1.0
8853,33.7943,-118.2688,3,1,0,25,0.0
8855,33.8253,-118.1488,0,1,0,25,0.0
8856,33.8583,-118.4638,10,2,0,26,1.0
8859,33.8663,-118.4688,6,2,0,26,0.0
8865,33.8113,-118.0808,5,3,0,30,1.0
8869,33.8713,-118.4518,8,4,0,25,0.0
8874,33.8523,-118.0698,0,4,0,27,0.0
8875,33.9783,-118.0348,0,4,0,24,0.0
8876,33.8403,-118.0928,0,4,0,27,0.0
8880,33.8323,-118.1288,4,2,0,25,1.0
8881,33.7973,-118.1988,1,2,0,25,0.0
8882,33.8143,-118.1528,0,2,0,25,0.0
8885,33.8533,-118.0838,3,3,0,26,1.0
8886,33.8703,-118.4668,3,3,0,26,0.0
8891,33.8433,-118.1058,5,4,0,25,1.0
8894,33.7973,-118.1488,3,4,0,27,1.0
8895,33.8153,-118.1418,2,4,0,26,1.0
8899,33.8203,-118.3828,4,1,0,25,1.0
8900,33.7943,-118.2688,3,1,0,25,1.0
8901,33.8813,-118.0758,2,1,0,25,0.0
8905,33.8863,-118.0498,9,2,0,27,0.0
8912,33.8683,-118.4638,7,3,0,26,1.0
8920,33.8303,-118.3998,5,4,0,25,1.0
8921,33.8423,-118.1068,4,4,0,25,0.0
8928,33.7863,-118.3638,0,1,0,27,1.0
8930,33.8433,-118.4418,11,2,0,26,1.0
8932,33.8573,-118.1058,9,2,0,24,1.0
8942,33.7833,-118.2778,8,4,0,26,0.0
8944,33.9143,-118.0658,6,4,0,24,1.0
8945,33.8943,-118.4878,6,4,0,26,0.0
8946,33.8473,-118.4228,5,4,0,24,0.0
8954,33.8273,-118.4378,8,1,0,27,1.0
8955,33.8343,-118.1188,6,1,0,25,1.0
8956,33.8453,-118.0928,6,1,0,26,0.0
8958,33.8433,-118.4288,1,1,0,25,0.0
8963,33.9573,-118.0448,5,2,0,24,1.0
8965,33.8173,-118.1268,1,2,0,26,0.0
8967,33.8143,-118.1618,7,3,0,25,0.0
8972,33.8353,-118.4538,3,4,0,27,0.0
8977,33.8833,-118.4508,0,1,0,24,1.0
8981,33.8683,-118.0958,7,3,0,24,1.0
8982,33.8433,-118.4278,6,3,0,25,0.0
8985,33.8123,-118.1188,7,4,0,27,0.0
8989,33.9033,-118.0658,4,4,0,24,0.0
8993,33.8243,-118.3778,0,4,0,24,0.0
9003,33.8703,-118.4378,5,2,0,24,0.0
9010,33.8113,-118.2038,10,3,0,24,0.0
9015,33.9043,-118.4918,2,3,0,26,0.0
9020,33.8383,-118.4078,0,4,0,24,0.0
9021,33.8913,-118.4638,0,4,0,24,0.0
9024,33.8473,-118.0908,4,1,0,26,1.0
9030,33.8023,-118.4308,0,1,0,29,0.0
9034,33.8453,-118.1188,11,3,0,24,1.0
9041,33.8383,-118.1088,0,3,0,26,1.0
9042,33.8353,-118.1118,0,3,0,26,0.0
9044,33.8063,-118.1448,8,4,0,26,0.0
9061,33.8073,-118.1418,6,2,0,26,0.0
9064,33.8023,-118.1118,8,3,0,28,0.0
9068,33.8153,-118.1418,4,3,0,26,1.0
9083,33.8113,-118.1488,0,1,0,26,0.0
9100,33.7793,-118.2798,1,3,0,26,0.0
9102,33.8323,-118.4588,6,4,0,28,0.0
9104,33.7973,-118.3418,3,4,0,25,1.0
9105,33.7863,-118.1898,3,4,0,27,1.0
9106,33.7993,-118.3728,2,4,0,26,1.0
9107,33.7923,-118.2588,1,4,0,25,0.0
9117,33.8613,-118.4688,1,1,0,27,1.0
9122,33.8303,-118.4108,1,2,0,25,0.0
9123,33.8353,-118.1498,11,3,0,24,0.0
9129,33.8253,-118.1518,5,3,0,24,0.0
9145,33.8683,-118.4388,0,1,0,24,0.0
9153,33.9353,-118.0568,2,2,0,23,1.0
9154,33.7563,-118.2948,1,2,0,28,0.0
9161,33.8753,-118.0778,1,3,0,25,0.0
9167,33.8653,-118.1058,3,4,0,24,0.0
9177,33.8753,-118.0708,10,2,0,26,1.0
9179,33.8423,-118.1088,8,2,0,25,0.0
9185,33.7873,-118.2588,0,2,0,25,0.0
9186,33.7733,-118.2618,0,2,0,27,0.0
9188,33.7923,-118.1828,5,3,0,26,0.0
9192,33.8883,-118.0598,0,3,0,26,0.0
9194,33.8373,-118.4508,3,4,0,27,0.0
9196,33.8663,-118.0678,2,4,0,26,0.0
9197,33.9193,-118.0398,0,4,0,26,0.0
9198,34.0223,-118.0418,0,4,0,22,0.0
9199,33.8613,-118.0908,0,4,0,25,0.0
9204,33.7943,-118.3268,2,1,0,25,0.0
9207,34.0343,-118.0348,4,2,0,23,1.0
9216,33.7893,-118.3308,2,3,0,26,0.0
9222,33.9953,-118.0398,5,4,0,23,1.0
9223,33.8933,-118.0478,4,4,0,26,0.0
9226,33.8173,-118.1138,1,4,0,27,1.0
9227,33.7813,-118.3468,1,4,0,27,1.0
9231,33.8023,-118.1188,6,1,0,28,0.0
9244,34.0273,-118.0218,11,4,0,24,0.0
9259,33.8383,-118.0608,0,1,0,29,0.0
9261,33.8113,-118.1218,3,2,0,27,0.0
9263,33.8073,-118.1158,0,2,0,28,1.0
9269,33.4113,-118.4328,0,3,0,65,0.0
9274,33.9193,-118.0568,4,4,0,24,0.0
9276,33.7923,-118.4668,0,4,0,31,0.0
9288,33.8483,-118.4188,2,2,0,24,0.0
9291,34.0553,-118.4948,0,2,0,22,1.0
9320,33.8323,-118.1138,0,1,0,26,0.0
9322,33.8403,-118.1138,6,2,0,25,0.0
9325,33.8933,-118.0698,2,2,0,25,0.0
9329,33.8603,-118.0978,0,2,0,25,0.0
9332,33.8223,-118.3998,8,3,0,25,0.0
9358,33.9323,-118.0398,0,2,0,25,1.0
9359,33.8633,-118.0878,8,3,0,25,1.0
9360,33.9703,-118.0338,7,3,0,24,0.0
9369,33.7963,-118.3728,9,1,0,26,1.0
9370,33.8323,-118.4378,9,1,0,27,1.0
9372,33.8303,-118.1298,7,1,0,25,1.0
9373,33.7843,-118.2568,4,1,0,26,0.0
9374,33.8303,-118.3948,2,1,0,24,1.0
9376,33.7863,-118.3768,0,1,0,27,1.0
9377,33.7993,-118.1748,0,1,0,26,0.0
9378,33.7963,-118.1898,5,2,0,26,0.0
9383,33.7923,-118.1668,0,2,0,27,0.0
9390,33.7993,-118.3648,8,4,0,26,0.0
9403,33.8613,-118.4588,4,2,0,26,1.0
9406,33.8423,-118.4608,9,3,0,27,0.0
9418,33.8253,-118.4228,2,1,0,26,0.0
9430,34.0493,-118.0298,10,3,0,24,0.0
9434,33.8683,-118.4418,4,3,0,24,0.0
9437,33.4653,-118.1138,0,3,0,59,0.0
9438,33.8173,-118.1218,4,4,0,27,0.0
9439,33.7923,-118.3408,3,4,0,26,0.0
9452,33.8383,-118.4438,9,2,0,26,1.0
9456,33.8703,-118.0958,4,2,0,24,0.0
9460,33.8843,-118.0748,11,3,0,25,0.0
9476,33.8433,-118.4458,2,4,0,26,0.0
9496,33.7973,-118.1468,9,3,0,27,1.0
9503,33.8273,-118.4228,1,3,0,26,0.0
9509,33.7913,-118.1678,4,4,0,27,0.0
9513,34.0363,-118.4968,5,1,0,22,0.0
9519,33.9273,-118.0598,0,1,0,24,0.0
9524,33.8633,-118.0938,1,2,0,25,0.0
9528,33.8893,-118.4568,2,3,0,24,1.0
9532,33.8683,-118.4458,6,4,0,24,0.0
9533,33.9423,-118.4948,5,4,0,24,1.0
9535,33.8223,-118.1628,1,4,0,24,1.0
9544,33.8603,-118.4798,8,1,0,27,1.0
9547,33.8913,-118.4648,3,1,0,24,1.0
9555,33.9063,-118.4718,7,2,0,24,0.0
9557,33.8093,-118.4308,4,2,0,28,1.0
9559,33.8023,-118.2038,2,2,0,25,0.0
9562,33.8893,-118.4798,9,3,0,26,1.0
9564,33.9063,-118.4768,7,3,0,24,1.0
9566,33.9073,-118.0578,5,3,0,25,0.0
9568,33.8613,-118.4388,6,4,0,24,0.0
9573,33.7963,-118.3218,2,4,0,25,0.0
9587,33.7233,-118.4648,0,2,0,37,0.0
9594,33.8123,-118.1678,0,3,0,25,0.0
9597,33.8093,-118.1758,5,4,0,25,1.0
9598,33.7923,-118.2778,4,4,0,25,0.0
9599,33.8153,-118.1668,2,4,0,25,0.0
9600,33.8173,-118.1348,1,4,0,26,1.0
9606,33.8343,-118.0958,6,1,0,27,0.0
9614,33.8273,-118.3948,8,2,0,25,1.0
9616,34.0273,-118.0218,8,2,0,24,0.0
9619,33.7973,-118.1338,0,2,0,28,1.0
9621,33.7733,-118.2128,7,3,0,27,0.0
9623,33.7943,-118.1698,10,4,0,26,0.0
9627,33.8433,-118.1368,0,1,0,24,1.0
9628,33.8473,-118.4338,9,2,0,25,0.0
9635,33.8573,-118.0828,1,2,0,26,0.0
9636,33.8913,-118.0748,0,2,0,24,0.0
9638,33.8423,-118.4388,9,3,0,26,1.0
9640,33.8253,-118.1348,6,3,0,25,1.0
9641,33.9423,-118.0528,5,3,0,23,0.0
9644,33.8883,-118.4838,1,3,0,26,1.0
9648,33.8833,-118.4798,8,4,0,26,0.0
9654,33.8633,-118.4588,10,1,0,26,1.0
9658,33.7843,-118.1448,6,1,0,28,0.0
9663,33.8223,-118.1288,8,2,0,26,0.0
9669,33.8143,-118.1668,7,3,0,25,0.0
9683,33.8683,-118.0828,7,1,0,25,0.0
9686,33.8533,-118.0978,0,1,0,25,1.0
9688,33.8733,-118.0678,6,2,0,26,1.0
9689,33.8473,-118.4608,6,2,0,27,1.0
9691,33.8113,-118.3868,4,2,0,26,0.0
9694,33.8383,-118.4178,2,2,0,25,1.0
9697,33.8273,-118.4158,0,2,0,26,0.0
9698,33.7763,-118.2618,11,3,0,26,0.0
9700,33.8453,-118.1058,6,3,0,25,0.0
9703,33.9223,-118.4788,3,3,0,24,0.0
9722,33.8503,-118.4258,4,1,0,24,0.0
9723,33.7643,-118.2588,2,2,0,28,0.0
9727,33.9993,-118.4998,6,3,0,23,0.0
9730,33.8153,-118.4008,5,4,0,26,0.0
9749,33.7843,-118.2438,5,3,0,26,0.0
9753,33.8193,-118.1748,0,3,0,24,0.0
9755,33.8943,-118.4848,1,4,0,26,0.0
9760,33.8153,-118.1668,11,3,0,25,0.0
9764,33.8403,-118.4238,5,4,0,25,1.0
9774,33.8503,-118.4418,2,2,0,25,0.0
9781,33.7943,-118.2698,2,4,0,25,1.0
9783,33.7873,-118.2698,1,4,0,25,0.0
9809,33.8353,-118.4058,0,2,0,24,1.0
9828,33.8553,-118.4358,0,1,0,25,1.0
9844,33.8553,-118.4238,5,1,0,24,0.0
9848,33.8573,-118.1028,2,1,0,25,0.0
9851,34.0553,-118.5018,6,2,0,23,1.0
9854,34.0223,-118.4928,8,3,0,22,1.0
9857,33.8173,-118.1678,3,4,0,24,0.0
9858,33.8143,-118.4208,0,4,0,27,0.0
9865,33.8553,-118.4338,5,1,0,25,0.0
9876,33.8833,-118.0658,5,4,0,25,1.0
9882,33.7813,-118.2438,0,4,0,26,0.0
9885,33.8733,-118.4558,2,1,0,25,0.0
9887,33.7813,-118.1798,6,2,0,27,0.0
9892,33.7893,-118.3318,7,3,0,26,1.0
9894,33.7813,-118.2108,5,3,0,26,1.0
9895,33.8203,-118.3978,4,3,0,25,0.0
9898,33.7863,-118.2898,8,4,0,25,0.0
9899,34.0343,-118.5098,7,4,0,24,1.0
9900,33.7863,-118.1928,6,4,0,26,1.0
9901,33.8343,-118.4308,4,4,0,26,0.0
9902,33.8143,-118.1518,3,4,0,25,1.0
9903,33.7873,-118.1908,2,4,0,26,0.0
9904,33.7893,-118.4178,0,4,0,29,0.0
9905,33.8303,-118.4188,0,4,0,26,0.0
9913,33.7553,-118.0598,0,1,0,35,0.0
9928,33.9273,-118.0448,3,3,0,25,1.0
9929,33.8893,-118.0648,2,3,0,25,1.0
9932,33.8253,-118.4228,10,1,0,26,0.0
9947,33.7813,-118.1988,1,3,0,27,0.0
9949,33.7993,-118.3488,5,4,0,25,0.0
9953,33.8173,-118.1318,1,4,0,26,0.0
9961,33.8173,-118.4128,3,1,0,26,1.0
9962,33.8763,-118.4618,2,1,0,25,0.0
9963,33.7893,-118.1848,5,2,0,26,1.0
9965,33.7873,-118.3238,3,2,0,26,1.0
9966,33.8073,-118.3778,1,2,0,26,0.0
9967,34.0133,-118.5108,0,2,0,24,0.0
9968,33.6463,-118.0528,0,2,0,45,0.0
9974,33.8453,-118.1088,3,1,0,25,0.0
9978,33.8063,-118.1578,5,2,0,26,1.0
9979,33.8353,-118.3918,3,2,0,24,0.0
9993,33.9073,-118.0548,5,2,0,25,1.0
9995,33.8293,-118.1238,4,2,0,25,1.0
10009,33.8503,-118.4308,7,4,0,25,1.0
10022,33.9953,-118.5048,0,1,0,24,0.0
10023,33.8343,-118.1138,8,2,0,26,0.0
10027,33.8303,-118.1158,0,2,0,26,1.0
10028,33.8663,-118.0978,0,2,0,24,0.0
10030,33.8013,-118.1368,8,3,0,27,0.0
10032,33.8553,-118.0988,11,4,0,25,1.0
10033,33.8243,-118.1488,11,4,0,25,0.0
10034,33.8453,-118.1158,9,4,0,25,0.0
10042,33.9093,-118.0578,2,1,0,25,0.0
10044,33.8533,-118.1008,2,2,0,25,0.0
10049,33.8113,-118.3448,3,3,0,24,1.0
10050,33.9013,-118.4838,2,3,0,25,0.0
10053,33.8303,-118.1368,6,4,0,25,0.0
10063,33.8503,-118.1028,5,2,0,25,1.0
10067,33.8613,-118.1008,2,2,0,24,1.0
10071,33.8423,-118.4308,9,3,0,25,1.0
10076,33.8373,-118.4148,6,3,0,25,0.0
10081,33.8783,-118.4718,8,4,0,26,1.0
10082,33.8303,-118.1218,7,4,0,26,0.0
10086,33.8533,-118.1028,5,4,0,25,0.0
10096,33.8483,-118.4278,10,2,0,25,1.0
10104,33.8783,-118.0798,10,3,0,25,1.0
10106,33.9163,-118.0568,7,3,0,24,1.0
10108,33.7713,-118.2728,4,3,0,27,1.0
10109,33.7733,-118.2728,3,3,0,27,0.0
10110,33.8753,-118.4688,2,3,0,26,0.0
10111,33.8253,-118.3958,0,3,0,25,0.0
10123,33.8273,-118.1698,3,1,0,23,0.0
10128,33.8603,-118.0828,2,2,0,26,0.0
10130,33.8173,-118.4378,5,3,0,28,0.0
10131,33.9033,-118.4768,3,3,0,25,0.0
10132,33.7223,-118.4648,0,3,0,37,0.0
10149,33.8613,-118.4468,0,2,0,25,0.0
10156,33.8883,-118.4588,0,1,0,24,1.0
10160,33.8453,-118.1108,4,2,0,25,1.0
10161,33.8963,-118.4618,3,2,0,24,0.0
10165,33.7813,-118.3088,2,4,0,26,0.0
10166,33.8323,-118.4538,0,4,0,28,0.0
10169,33.8293,-118.4108,6,1,0,25,0.0
10172,33.9143,-118.0468,3,1,0,25,0.0
10180,33.8373,-118.3998,4,3,0,24,0.0
10182,33.8583,-118.0928,5,4,0,25,0.0
10189,33.8243,-118.1578,5,1,0,24,0.0
10191,33.7813,-118.2668,2,1,0,26,0.0
10206,33.8633,-118.4338,2,4,0,24,0.0
10220,33.8433,-118.4208,6,2,0,25,1.0
10226,33.9343,-118.0528,9,3,0,24,0.0
10231,33.9043,-118.4868,11,4,0,25,0.0
10242,33.7893,-118.2648,0,4,0,25,0.0
10251,33.7943,-118.2758,1,7,0,25,0.0
10254,33.8633,-118.0988,8,1,0,24,0.0
10261,33.8573,-118.0938,0,2,0,25,1.0
10269,33.8553,-118.1108,2,3,0,24,1.0
10271,33.8483,-118.0908,0,3,0,26,1.0
10274,33.8483,-118.4618,1,1,0,27,0.0
10278,33.7963,-118.3318,0,2,0,25,1.0
10283,33.9263,-118.0518,8,4,0,24,1.0
10290,33.7963,-118.2908,1,4,0,24,0.0
10299,33.8703,-118.0778,8,3,0,25,0.0
10301,33.8073,-118.1298,6,3,0,27,0.0
10302,33.8433,-118.1138,5,3,0,25,0.0
10309,33.7873,-118.2208,0,1,0,26,0.0
10324,33.8473,-118.1088,9,1,0,25,1.0
10325,33.8933,-118.4928,9,1,0,26,0.0
10328,33.8153,-118.1218,7,2,0,27,0.0
10333,33.8803,-118.0608,9,3,0,26,1.0
10336,33.8243,-118.1258,3,3,0,26,0.0
10338,33.8703,-118.0708,0,3,0,26,0.0
10354,33.8223,-118.3928,8,4,0,25,0.0
10362,33.8503,-118.4258,4,2,0,24,0.0
10365,33.8603,-118.1008,7,3,0,24,0.0
10386,33.8403,-118.1218,6,4,0,25,0.0
10397,33.9303,-118.0428,11,2,0,25,0.0
10407,33.8533,-118.0958,9,3,0,25,0.0
10422,33.6413,-118.4588,0,2,0,44,0.0
10424,33.8653,-118.4408,9,3,0,24,0.0
10440,33.9073,-118.0748,6,3,0,23,1.0
10442,33.8553,-118.4308,5,3,0,24,0.0
10443,33.8323,-118.3898,4,3,0,24,0.0
10446,33.8063,-118.2758,0,3,0,23,1.0
10449,33.8663,-118.4278,10,4,0,23,0.0
10450,33.7963,-118.2358,2,4,0,25,1.0
10452,33.8423,-118.1118,1,4,0,25,0.0
10457,33.7783,-118.2978,5,1,0,26,1.0
10458,33.8143,-118.4108,4,1,0,26,0.0
10459,33.8143,-118.1438,3,1,0,26,1.0
10464,33.8473,-118.4818,0,2,0,28,1.0
10465,33.8343,-118.0938,0,2,0,27,0.0
10469,33.8483,-118.4388,5,3,0,25,1.0
10487,33.8733,-118.4558,2,3,0,25,0.0
10497,33.8553,-118.0888,0,4,0,26,1.0
10499,33.8423,-118.4638,0,5,0,28,0.0
10509,33.8403,-118.1288,4,2,0,24,1.0
10516,33.7813,-118.2778,0,3,0,26,0.0
10528,33.8423,-118.1038,0,1,0,26,1.0
10536,33.8343,-118.4128,8,3,0,25,1.0
10537,33.9493,-118.0418,7,3,0,24,1.0
10540,33.8123,-118.4458,0,3,0,29,1.0
10545,34.0363,-118.0368,4,4,0,23,0.0
10548,33.8483,-118.0988,2,4,0,26,1.0
10550,33.8123,-118.1618,1,4,0,25,1.0
10554,33.7893,-118.3648,5,2,0,27,0.0
10568,34.0413,-118.0338,4,4,0,23,0.0
10572,33.8753,-118.0608,1,4,0,26,1.0
10574,33.7843,-118.4148,0,4,0,29,0.0
10575,34.0443,-118.0338,0,4,0,23,0.0
10584,33.8553,-118.1008,0,1,0,25,1.0
10585,33.8883,-118.0758,10,2,0,24,1.0
10590,33.8253,-118.4008,5,2,0,25,0.0
10600,33.8683,-118.0938,5,4,0,24,0.0
10601,33.8063,-118.1468,1,4,0,26,0.0
10603,33.7733,-118.3698,5,1,0,28,0.0
10612,33.8613,-118.0778,0,3,0,26,1.0
10616,33.8473,-118.4408,5,4,0,26,1.0
10619,33.8783,-118.0698,2,4,0,25,0.0
10620,33.8893,-118.4768,0,1,0,25,1.0
10621,33.7783,-118.2568,8,2,0,26,0.0
10622,33.9013,-118.4868,7,2,0,25,1.0
10627,33.7173,-118.4868,0,2,0,39,0.0
10641,33.8403,-118.1368,0,1,0,24,0.0
10654,33.8913,-118.4558,1,4,0,24,0.0
10655,33.8123,-118.1928,0,4,0,24,0.0
10656,33.8123,-118.1368,7,1,0,26,1.0
10662,33.8763,-118.0578,2,2,0,27,0.0
10666,34.0083,-118.5028,0,2,0,23,0.0
10670,33.8553,-118.4848,4,3,0,28,0.0
10681,33.8813,-118.0598,8,1,0,26,0.0
10686,33.8173,-118.4288,0,2,0,27,1.0
10687,33.8403,-118.4418,0,2,0,26,0.0
10688,33.7943,-118.1928,0,2,0,26,1.0
10705,33.8863,-118.4648,2,1,0,25,1.0
10710,33.8803,-118.0808,8,3,0,25,0.0
10717,34.0493,-118.5018,6,4,0,23,0.0
10720,33.8733,-118.0778,0,4,0,25,1.0
10737,33.8473,-118.0758,9,4,0,27,0.0
10741,33.8533,-118.0988,2,4,0,25,0.0
10743,33.7783,-118.2948,0,4,0,26,0.0
10748,33.8293,-118.4328,7,1,0,26,1.0
10749,33.8473,-118.4128,6,1,0,24,1.0
10750,33.8073,-118.4468,5,1,0,29,1.0
10752,33.8153,-118.1218,3,1,0,27,1.0
10753,33.8203,-118.4128,3,1,0,26,0.0
10761,33.9303,-118.0448,10,3,0,25,1.0
10765,33.8013,-118.1668,3,3,0,26,0.0
10769,33.7973,-118.2828,10,1,0,24,0.0
10771,33.8063,-118.4028,1,1,0,27,1.0
10772,33.8123,-118.1368,0,1,0,26,0.0
10776,33.8993,-118.4768,1,2,0,25,0.0
10783,34.0603,-118.0368,10,4,0,23,1.0
10785,33.7913,-118.2188,9,4,0,25,0.0
10789,33.8293,-118.4418,6,4,0,27,0.0
10794,33.8353,-118.4188,6,2,0,25,0.0
10806,33.8253,-118.0908,5,4,0,28,0.0
10817,33.8783,-118.0778,9,2,0,25,0.0
10827,34.0573,-118.5028,0,3,0,23,0.0
10831,33.8813,-118.0798,1,4,0,25,1.0
10832,33.8603,-118.4558,1,4,0,26,0.0
10838,33.8703,-118.0628,11,2,0,27,0.0
10839,33.8733,-118.4508,5,2,0,24,1.0
10848,33.8583,-118.0678,3,3,0,27,0.0
10859,33.8553,-118.4518,0,4,0,26,0.0
10860,33.8113,-118.1138,0,4,0,28,0.0
10874,34.0133,-118.0348,10,3,0,23,1.0
10876,33.8153,-118.3488,9,3,0,24,0.0
10877,33.8453,-118.4408,7,3,0,26,1.0
10880,33.8683,-118.0808,1,3,0,25,0.0
10883,33.8583,-118.4748,2,4,0,27,0.0
10888,33.8293,-118.1208,0,5,0,26,1.0
10889,33.7053,-118.2358,0,5,0,34,0.0
10896,33.8403,-118.4418,4,1,0,26,0.0
10897,34.0453,-118.0448,1,1,0,22,1.0
10905,33.7713,-118.3268,8,3,0,27,0.0
10913,33.8523,-118.0578,4,4,0,28,1.0
10914,33.8093,-118.1928,2,4,0,24,0.0
10922,33.8353,-118.4328,5,1,0,26,0.0
10926,33.8223,-118.1208,0,1,0,26,0.0
10941,33.9913,-118.0418,0,1,0,23,0.0
10948,33.8553,-118.4818,10,3,0,28,0.0
10952,33.9093,-118.0658,0,3,0,24,0.0
10965,33.7913,-118.2228,7,2,0,25,1.0
10966,33.7783,-118.3078,6,2,0,26,1.0
10967,33.7973,-118.1628,6,2,0,26,0.0
10974,33.8433,-118.1188,9,3,0,25,0.0
10976,33.8933,-118.0698,7,3,0,25,0.0
10980,33.8303,-118.1208,3,3,0,26,1.0
10981,33.8323,-118.4438,1,3,0,27,0.0
10987,33.8583,-118.4408,3,4,0,25,1.0
10990,33.8403,-118.1268,0,4,0,24,1.0
10992,33.8453,-118.4208,0,4,0,24,1.0
10994,34.0223,-118.0428,0,5,0,22,1.0
11006,33.8273,-118.4238,10,2,0,26,0.0
11011,34.0493,-118.0428,2,2,0,22,1.0
11013,33.7743,-118.2568,0,2,0,27,0.0
11018,33.8613,-118.0908,6,3,0,25,1.0
11020,33.9013,-118.0728,2,3,0,24,1.0
11021,33.8203,-118.0908,1,3,0,28,0.0
11022,33.7833,-118.2698,0,3,0,26,1.0
11023,33.8223,-118.4228,11,4,0,26,0.0
11031,33.8433,-118.1158,10,1,0,25,0.0
11035,33.8093,-118.1598,4,1,0,25,1.0
11036,33.8613,-118.1028,3,1,0,24,0.0
11045,33.8143,-118.1028,0,2,0,28,1.0
11053,33.8243,-118.1088,3,3,0,27,1.0
11058,33.8353,-118.0978,10,4,0,27,0.0
11074,33.9403,-118.0498,2,1,0,24,0.0
11075,33.9173,-118.0578,2,1,0,24,0.0
11086,33.8353,-118.4048,9,3,0,24,1.0
11088,34.0423,-118.4918,4,3,0,22,1.0
11097,33.8043,-118.1418,10,1,0,27,1.0
11100,33.8633,-118.0978,9,1,0,24,0.0
11103,33.8073,-118.1418,5,1,0,26,0.0
11114,33.8043,-118.1848,9,3,0,25,0.0
11117,33.8203,-118.1158,3,3,0,27,1.0
11121,34.0183,-118.0398,0,3,0,23,0.0
11122,34.0193,-118.0418,0,3,0,22,1.0
11123,33.7733,-118.2038,0,3,0,27,0.0
11124,33.7763,-118.2948,7,4,0,26,1.0
11126,33.7943,-118.1748,6,4,0,26,0.0
11128,33.7973,-118.1548,1,4,0,27,0.0
11130,33.8043,-118.3948,10,1,0,27,1.0
11134,33.8023,-118.1628,6,1,0,26,0.0
11136,34.0343,-118.5018,7,2,0,23,0.0
11138,33.8803,-118.4608,5,2,0,25,1.0
11139,34.0313,-118.0378,2,2,0,23,0.0
11147,33.8343,-118.1208,11,4,0,25,0.0
11163,33.7833,-118.3108,0,1,0,26,0.0
11176,33.8153,-118.3828,4,3,0,25,0.0
11185,33.7913,-118.1678,4,4,0,27,1.0
11187,33.7993,-118.1568,3,4,0,26,0.0
11189,33.8023,-118.1618,1,4,0,26,1.0
11190,33.8073,-118.2028,1,4,0,24,0.0
11191,33.7893,-118.1728,0,4,0,27,0.0
11192,33.8603,-118.4558,0,4,0,26,1.0
11198,33.7683,-118.2538,0,5,0,27,0.0
11208,34.0273,-118.0428,9,3,0,22,1.0
11210,33.8273,-118.4288,1,3,0,26,0.0
11224,33.8323,-118.1338,10,2,0,25,0.0
11228,33.9733,-118.0418,1,2,0,23,0.0
11235,33.8203,-118.1468,0,3,0,25,0.0
11242,33.8153,-118.1598,0,4,0,25,0.0
11252,34.0443,-118.5068,8,2,0,23,0.0
11268,33.8093,-118.3728,11,4,0,25,0.0
11277,33.7843,-118.3568,0,4,0,27,0.0
11294,33.8553,-118.4558,6,3,0,26,0.0
11299,33.8323,-118.4328,0,3,0,26,0.0
11302,33.8273,-118.4208,2,4,0,26,0.0
11310,33.8203,-118.4178,0,2,0,26,0.0
11318,33.6383,-118.2538,0,3,0,40,0.0
11325,33.7993,-118.4208,4,4,0,28,0.0
11327,33.8203,-118.1648,3,4,0,24,0.0
11329,33.8343,-118.4078,0,4,0,25,1.0
11334,33.9143,-118.0658,1,1,0,24,1.0
11345,34.0263,-118.0428,3,3,0,22,0.0
11359,33.8753,-118.4818,0,4,0,27,0.0
11380,33.8553,-118.1058,8,3,0,25,1.0
